"GEO_ID","NAME","B05001_001E","B05001_001M","B05001_001MA","B05001_001EA","B05001_002E","B05001_002M","B05001_002MA","B05001_002EA","B05001_003E","B05001_003EA","B05001_003M","B05001_003MA","B05001_004E","B05001_004M","B05001_004MA","B05001_004EA","B05001_005E","B05001_005M","B05001_005MA","B05001_005EA","B05001_006E","B05001_006M","B05001_006MA","B05001_006EA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!U.S. citizen, born in the United States","Margin of Error!!Total:!!U.S. citizen, born in the United States","Annotation of Margin of Error!!Total:!!U.S. citizen, born in the United States","Annotation of Estimate!!Total:!!U.S. citizen, born in the United States","Estimate!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Estimate!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Margin of Error!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Margin of Error!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Estimate!!Total:!!U.S. citizen, born abroad of American parent(s)","Margin of Error!!Total:!!U.S. citizen, born abroad of American parent(s)","Annotation of Margin of Error!!Total:!!U.S. citizen, born abroad of American parent(s)","Annotation of Estimate!!Total:!!U.S. citizen, born abroad of American parent(s)","Estimate!!Total:!!U.S. citizen by naturalization","Margin of Error!!Total:!!U.S. citizen by naturalization","Annotation of Margin of Error!!Total:!!U.S. citizen by naturalization","Annotation of Estimate!!Total:!!U.S. citizen by naturalization","Estimate!!Total:!!Not a U.S. citizen","Margin of Error!!Total:!!Not a U.S. citizen","Annotation of Margin of Error!!Total:!!Not a U.S. citizen","Annotation of Estimate!!Total:!!Not a U.S. citizen",
"0500000US20057","Ford County, Kansas","34179","*****","*****","null","25123","622","null","null","38","null","54","null","193","111","null","null","2281","416","null","null","6544","612","null","null",
"0500000US20059","Franklin County, Kansas","25558","*****","*****","null","24935","192","null","null","27","null","32","null","148","86","null","null","235","110","null","null","213","115","null","null",
"0500000US20061","Geary County, Kansas","34025","*****","*****","null","30150","467","null","null","541","null","187","null","937","229","null","null","1595","318","null","null","802","243","null","null",
"0500000US20063","Gove County, Kansas","2644","133","null","null","2585","129","null","null","0","null","10","null","6","7","null","null","22","14","null","null","31","22","null","null",
"0500000US20065","Graham County, Kansas","2519","*****","*****","null","2476","31","null","null","0","null","10","null","0","10","null","null","12","18","null","null","31","25","null","null",
"0500000US20067","Grant County, Kansas","7467","*****","*****","null","6222","249","null","null","17","null","32","null","71","74","null","null","338","182","null","null","819","311","null","null",
"0500000US20069","Gray County, Kansas","6039","*****","*****","null","5271","106","null","null","0","null","15","null","73","41","null","null","174","43","null","null","521","103","null","null",
"0500000US20071","Greeley County, Kansas","1185","110","null","null","1046","110","null","null","0","null","10","null","11","11","null","null","55","25","null","null","73","41","null","null",
"0500000US20073","Greenwood County, Kansas","6081","*****","*****","null","5977","55","null","null","0","null","15","null","38","32","null","null","40","33","null","null","26","25","null","null",
"0500000US20075","Hamilton County, Kansas","2591","*****","*****","null","2142","123","null","null","0","null","10","null","43","40","null","null","86","57","null","null","320","113","null","null",
"0500000US20077","Harper County, Kansas","5594","*****","*****","null","5489","48","null","null","5","null","6","null","9","12","null","null","17","16","null","null","74","44","null","null",
"0500000US20079","Harvey County, Kansas","34503","*****","*****","null","33012","390","null","null","33","null","34","null","206","98","null","null","376","157","null","null","876","365","null","null",
"0500000US20081","Haskell County, Kansas","4018","*****","*****","null","3236","121","null","null","0","null","10","null","42","26","null","null","269","69","null","null","471","113","null","null",
"0500000US20083","Hodgeman County, Kansas","1876","134","null","null","1774","131","null","null","0","null","10","null","14","15","null","null","9","7","null","null","79","54","null","null",
"0500000US20085","Jackson County, Kansas","13266","*****","*****","null","13030","86","null","null","11","null","10","null","52","33","null","null","86","49","null","null","87","58","null","null",
"0500000US20087","Jefferson County, Kansas","18890","*****","*****","null","18754","49","null","null","6","null","7","null","30","20","null","null","52","32","null","null","48","33","null","null",
"0500000US20089","Jewell County, Kansas","2885","*****","*****","null","2845","30","null","null","0","null","10","null","3","5","null","null","9","8","null","null","28","28","null","null",
"0500000US20091","Johnson County, Kansas","591506","*****","*****","null","533392","1761","null","null","758","null","245","null","4969","449","null","null","24749","1074","null","null","27638","1525","null","null",
"0500000US20093","Kearny County, Kansas","3907","*****","*****","null","3326","181","null","null","0","null","10","null","68","52","null","null","183","79","null","null","330","107","null","null",
"0500000US20095","Kingman County, Kansas","7340","*****","*****","null","7240","62","null","null","3","null","6","null","18","18","null","null","24","18","null","null","55","59","null","null",
"0500000US20097","Kiowa County, Kansas","2505","*****","*****","null","2367","70","null","null","0","null","10","null","34","17","null","null","34","21","null","null","70","59","null","null",
"0500000US20099","Labette County, Kansas","20119","*****","*****","null","19854","99","null","null","22","null","27","null","118","74","null","null","81","45","null","null","44","34","null","null",
"0500000US20101","Lane County, Kansas","1564","133","null","null","1506","126","null","null","4","null","5","null","5","7","null","null","39","23","null","null","10","9","null","null",
"0500000US20103","Leavenworth County, Kansas","80745","*****","*****","null","76612","383","null","null","420","null","172","null","1571","247","null","null","1184","225","null","null","958","225","null","null",
"0500000US20105","Lincoln County, Kansas","3044","*****","*****","null","3026","12","null","null","0","null","10","null","7","9","null","null","2","3","null","null","9","6","null","null",
"0500000US20107","Linn County, Kansas","9671","*****","*****","null","9610","25","null","null","3","null","6","null","21","16","null","null","24","8","null","null","13","16","null","null",
"0500000US20109","Logan County, Kansas","2805","*****","*****","null","2736","37","null","null","10","null","17","null","0","10","null","null","20","21","null","null","39","35","null","null",
"0500000US20111","Lyon County, Kansas","33251","*****","*****","null","29741","292","null","null","0","null","22","null","117","54","null","null","974","198","null","null","2419","298","null","null",
"0500000US20113","McPherson County, Kansas","28567","*****","*****","null","27939","169","null","null","10","null","12","null","167","76","null","null","232","142","null","null","219","95","null","null",
"0500000US20115","Marion County, Kansas","11964","*****","*****","null","11749","71","null","null","9","null","15","null","84","41","null","null","72","40","null","null","50","38","null","null",
"0500000US20117","Marshall County, Kansas","9749","*****","*****","null","9575","53","null","null","8","null","11","null","56","30","null","null","58","32","null","null","52","35","null","null",
"0500000US20119","Meade County, Kansas","4180","*****","*****","null","3708","77","null","null","7","null","10","null","20","15","null","null","180","61","null","null","265","73","null","null",
"0500000US20121","Miami County, Kansas","33417","*****","*****","null","32885","149","null","null","18","null","29","null","92","42","null","null","161","69","null","null","261","118","null","null",
"0500000US20123","Mitchell County, Kansas","6145","*****","*****","null","6013","67","null","null","3","null","5","null","51","54","null","null","63","49","null","null","15","17","null","null",
"0500000US20125","Montgomery County, Kansas","32521","*****","*****","null","31514","242","null","null","82","null","60","null","83","56","null","null","434","186","null","null","408","169","null","null",
"0500000US20127","Morris County, Kansas","5566","*****","*****","null","5387","47","null","null","9","null","13","null","66","24","null","null","37","25","null","null","67","33","null","null",
"0500000US20129","Morton County, Kansas","2754","*****","*****","null","2424","69","null","null","23","null","39","null","3","8","null","null","126","62","null","null","178","101","null","null",
"0500000US20131","Nemaha County, Kansas","10121","*****","*****","null","10015","38","null","null","5","null","8","null","18","16","null","null","50","26","null","null","33","24","null","null",
"0500000US20133","Neosho County, Kansas","16108","*****","*****","null","15679","214","null","null","0","null","16","null","58","33","null","null","60","37","null","null","311","205","null","null",
"0500000US20135","Ness County, Kansas","2876","*****","*****","null","2642","55","null","null","0","null","10","null","30","18","null","null","63","44","null","null","141","67","null","null",
"0500000US20137","Norton County, Kansas","5446","*****","*****","null","5319","60","null","null","0","null","15","null","7","10","null","null","19","23","null","null","101","49","null","null",
"0500000US20139","Osage County, Kansas","15881","*****","*****","null","15657","82","null","null","12","null","12","null","104","54","null","null","81","40","null","null","27","29","null","null",
"0500000US20141","Osborne County, Kansas","3530","*****","*****","null","3493","26","null","null","3","null","5","null","3","7","null","null","24","25","null","null","7","7","null","null",
"0500000US20143","Ottawa County, Kansas","5822","*****","*****","null","5739","42","null","null","0","null","15","null","23","24","null","null","25","20","null","null","35","31","null","null",
"0500000US20145","Pawnee County, Kansas","6629","*****","*****","null","6519","57","null","null","0","null","15","null","32","26","null","null","28","44","null","null","50","32","null","null",
"0500000US20147","Phillips County, Kansas","5340","*****","*****","null","5228","48","null","null","6","null","8","null","10","9","null","null","28","18","null","null","68","42","null","null",
"0500000US20149","Pottawatomie County, Kansas","23847","*****","*****","null","23048","185","null","null","7","null","8","null","253","114","null","null","186","80","null","null","353","134","null","null",
"0500000US20151","Pratt County, Kansas","9452","*****","*****","null","9162","125","null","null","4","null","7","null","75","52","null","null","82","61","null","null","129","68","null","null",
"0500000US20153","Rawlins County, Kansas","2502","*****","*****","null","2406","33","null","null","0","null","10","null","7","6","null","null","25","18","null","null","64","29","null","null",
"0500000US20155","Reno County, Kansas","62765","*****","*****","null","60726","324","null","null","9","null","17","null","254","105","null","null","557","157","null","null","1219","254","null","null",
"0500000US20157","Republic County, Kansas","4658","*****","*****","null","4571","43","null","null","0","null","10","null","23","20","null","null","27","22","null","null","37","30","null","null",
"0500000US20159","Rice County, Kansas","9658","*****","*****","null","9169","113","null","null","0","null","15","null","36","29","null","null","100","46","null","null","353","97","null","null",
"0500000US20161","Riley County, Kansas","75056","*****","*****","null","67368","634","null","null","376","null","156","null","1228","306","null","null","1922","313","null","null","4162","561","null","null",
"0500000US20163","Rooks County, Kansas","5053","*****","*****","null","5001","27","null","null","1","null","2","null","15","15","null","null","27","23","null","null","9","10","null","null",
"0500000US20165","Rush County, Kansas","3022","134","null","null","3005","134","null","null","0","null","10","null","0","10","null","null","14","14","null","null","3","5","null","null",
"0500000US20167","Russell County, Kansas","6948","*****","*****","null","6704","130","null","null","0","null","15","null","92","66","null","null","24","30","null","null","128","113","null","null",
"0500000US20169","Saline County, Kansas","54701","*****","*****","null","50975","330","null","null","89","null","63","null","430","124","null","null","1493","244","null","null","1714","308","null","null",
"0500000US20171","Scott County, Kansas","4917","*****","*****","null","4521","162","null","null","0","null","10","null","25","41","null","null","147","125","null","null","224","108","null","null",
"0500000US20173","Sedgwick County, Kansas","513375","*****","*****","null","464390","1852","null","null","834","null","361","null","4188","425","null","null","20083","988","null","null","23880","1486","null","null",
"0500000US20175","Seward County, Kansas","22349","*****","*****","null","15414","491","null","null","0","null","19","null","87","66","null","null","2346","323","null","null","4502","589","null","null",
"0500000US20177","Shawnee County, Kansas","177852","*****","*****","null","169553","681","null","null","225","null","105","null","865","177","null","null","3013","395","null","null","4196","677","null","null",
"0500000US20179","Sheridan County, Kansas","2506","*****","*****","null","2429","33","null","null","2","null","3","null","11","12","null","null","23","25","null","null","41","24","null","null",
"0500000US20181","Sherman County, Kansas","5938","*****","*****","null","5705","103","null","null","0","null","15","null","5","7","null","null","77","61","null","null","151","96","null","null",
"0500000US20183","Smith County, Kansas","3627","*****","*****","null","3576","30","null","null","0","null","10","null","16","13","null","null","6","9","null","null","29","25","null","null",
"0500000US20185","Stafford County, Kansas","4181","*****","*****","null","3945","44","null","null","0","null","10","null","13","12","null","null","110","49","null","null","113","38","null","null",
"0500000US20187","Stanton County, Kansas","2052","*****","*****","null","1817","71","null","null","0","null","10","null","0","10","null","null","102","43","null","null","133","60","null","null",
"0500000US20189","Stevens County, Kansas","5603","*****","*****","null","4509","224","null","null","0","null","15","null","0","15","null","null","197","94","null","null","897","236","null","null",
"0500000US20191","Sumner County, Kansas","23114","*****","*****","null","22683","110","null","null","0","null","19","null","163","63","null","null","160","72","null","null","108","71","null","null",
"0500000US20193","Thomas County, Kansas","7810","*****","*****","null","7392","76","null","null","0","null","15","null","9","12","null","null","115","100","null","null","294","129","null","null",
"0500000US20195","Trego County, Kansas","2840","*****","*****","null","2775","59","null","null","3","null","8","null","5","6","null","null","48","54","null","null","9","13","null","null",
"0500000US20197","Wabaunsee County, Kansas","6889","*****","*****","null","6746","59","null","null","2","null","5","null","58","31","null","null","64","40","null","null","19","19","null","null",
"0500000US20199","Wallace County, Kansas","1574","110","null","null","1500","106","null","null","0","null","10","null","12","13","null","null","32","24","null","null","30","38","null","null",
"0500000US20201","Washington County, Kansas","5493","*****","*****","null","5345","36","null","null","0","null","15","null","3","4","null","null","40","28","null","null","105","24","null","null",
"0500000US20203","Wichita County, Kansas","2130","*****","*****","null","1827","110","null","null","0","null","10","null","15","17","null","null","54","40","null","null","234","110","null","null",
"0500000US20205","Wilson County, Kansas","8688","*****","*****","null","8572","48","null","null","0","null","15","null","23","16","null","null","70","43","null","null","23","21","null","null",
"0500000US20207","Woodson County, Kansas","3157","*****","*****","null","3136","17","null","null","0","null","10","null","15","15","null","null","5","6","null","null","1","2","null","null",
"0500000US20209","Wyandotte County, Kansas","164861","*****","*****","null","135660","1046","null","null","465","null","218","null","989","236","null","null","5848","650","null","null","21899","1096","null","null",
"0500000US21001","Adair County, Kentucky","19222","*****","*****","null","18894","134","null","null","0","null","18","null","17","20","null","null","68","86","null","null","243","112","null","null",
"0500000US21003","Allen County, Kentucky","20944","*****","*****","null","20504","134","null","null","0","null","21","null","52","48","null","null","182","126","null","null","206","54","null","null",
"0500000US21005","Anderson County, Kentucky","22409","*****","*****","null","22127","128","null","null","13","null","22","null","21","26","null","null","66","42","null","null","182","122","null","null",
"0500000US21007","Ballard County, Kentucky","8032","*****","*****","null","7768","101","null","null","0","null","16","null","65","37","null","null","168","94","null","null","31","28","null","null",
"0500000US21009","Barren County, Kentucky","43884","*****","*****","null","42784","270","null","null","7","null","25","null","242","124","null","null","206","99","null","null","645","203","null","null",
"0500000US21011","Bath County, Kentucky","12355","*****","*****","null","12254","75","null","null","0","null","18","null","38","35","null","null","17","27","null","null","46","41","null","null",
"0500000US21013","Bell County, Kentucky","26791","*****","*****","null","26639","91","null","null","0","null","21","null","33","27","null","null","52","40","null","null","67","69","null","null",
"0500000US21015","Boone County, Kentucky","130820","*****","*****","null","122492","961","null","null","300","null","260","null","549","188","null","null","2929","570","null","null","4550","769","null","null",
"0500000US21017","Bourbon County, Kentucky","20058","*****","*****","null","18944","207","null","null","0","null","21","null","78","60","null","null","225","106","null","null","811","224","null","null",
"0500000US21019","Boyd County, Kentucky","47682","*****","*****","null","46763","217","null","null","39","null","47","null","353","151","null","null","253","81","null","null","274","131","null","null",
"0500000US21021","Boyle County, Kentucky","29972","*****","*****","null","29059","186","null","null","16","null","16","null","151","88","null","null","259","110","null","null","487","140","null","null",
"0500000US21023","Bracken County, Kentucky","8305","*****","*****","null","8250","41","null","null","0","null","16","null","24","26","null","null","14","17","null","null","17","23","null","null",
"0500000US21025","Breathitt County, Kentucky","12977","*****","*****","null","12879","73","null","null","0","null","18","null","31","38","null","null","43","44","null","null","24","35","null","null",
"0500000US21027","Breckinridge County, Kentucky","20176","*****","*****","null","19955","90","null","null","0","null","21","null","59","37","null","null","74","49","null","null","88","59","null","null",
"0500000US21029","Bullitt County, Kentucky","80171","*****","*****","null","78470","339","null","null","13","null","22","null","366","123","null","null","706","217","null","null","616","301","null","null",
"0500000US21031","Butler County, Kentucky","12764","*****","*****","null","12492","61","null","null","10","null","17","null","10","12","null","null","33","42","null","null","219","42","null","null",
"0500000US21033","Caldwell County, Kentucky","12702","*****","*****","null","12415","152","null","null","0","null","18","null","47","52","null","null","137","88","null","null","103","79","null","null",
"0500000US21035","Calloway County, Kentucky","38837","*****","*****","null","36736","356","null","null","57","null","53","null","530","206","null","null","524","177","null","null","990","338","null","null",
