"GEO_ID","NAME","B05001_001E","B05001_001M","B05001_001MA","B05001_001EA","B05001_002E","B05001_002M","B05001_002MA","B05001_002EA","B05001_003E","B05001_003M","B05001_003MA","B05001_003EA","B05001_004E","B05001_004EA","B05001_004M","B05001_004MA","B05001_005E","B05001_005M","B05001_005MA","B05001_005EA","B05001_006E","B05001_006M","B05001_006MA","B05001_006EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!U.S. citizen, born in the United States","Margin of Error!!Total!!U.S. citizen, born in the United States","Annotation of Margin of Error!!Total!!U.S. citizen, born in the United States","Annotation of Estimate!!Total!!U.S. citizen, born in the United States","Estimate!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Margin of Error!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Margin of Error!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Estimate!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Estimate!!Total!!U.S. citizen, born abroad of American parent(s)","Annotation of Estimate!!Total!!U.S. citizen, born abroad of American parent(s)","Margin of Error!!Total!!U.S. citizen, born abroad of American parent(s)","Annotation of Margin of Error!!Total!!U.S. citizen, born abroad of American parent(s)","Estimate!!Total!!U.S. citizen by naturalization","Margin of Error!!Total!!U.S. citizen by naturalization","Annotation of Margin of Error!!Total!!U.S. citizen by naturalization","Annotation of Estimate!!Total!!U.S. citizen by naturalization","Estimate!!Total!!Not a U.S. citizen","Margin of Error!!Total!!Not a U.S. citizen","Annotation of Margin of Error!!Total!!Not a U.S. citizen","Annotation of Estimate!!Total!!Not a U.S. citizen",
"0500000US35013","Doña Ana County, New Mexico","215338","*****","*****","null","174994","2260","null","null","297","177","null","null","2148","null","459","null","14002","1004","null","null","23897","2094","null","null",
"0500000US35015","Eddy County, New Mexico","57437","*****","*****","null","53337","784","null","null","65","70","null","null","360","null","176","null","1224","287","null","null","2451","649","null","null",
"0500000US35017","Grant County, New Mexico","28061","*****","*****","null","26755","264","null","null","0","22","null","null","260","null","119","null","643","154","null","null","403","169","null","null",
"0500000US35019","Guadalupe County, New Mexico","4382","*****","*****","null","4290","66","null","null","0","12","null","null","22","null","33","null","10","16","null","null","60","58","null","null",
"0500000US35021","Harding County, New Mexico","459","69","null","null","447","67","null","null","0","12","null","null","6","null","8","null","6","5","null","null","0","12","null","null",
"0500000US35023","Hidalgo County, New Mexico","4371","*****","*****","null","3984","82","null","null","0","12","null","null","77","null","47","null","146","58","null","null","164","55","null","null",
"0500000US35025","Lea County, New Mexico","70126","*****","*****","null","57830","813","null","null","66","103","null","null","681","null","218","null","3100","463","null","null","8449","715","null","null",
"0500000US35027","Lincoln County, New Mexico","19482","*****","*****","null","17706","309","null","null","0","19","null","null","78","null","61","null","791","245","null","null","907","307","null","null",
"0500000US35028","Los Alamos County, New Mexico","18356","*****","*****","null","16444","302","null","null","13","21","null","null","200","null","108","null","1049","194","null","null","650","171","null","null",
"0500000US35029","Luna County, New Mexico","24264","*****","*****","null","19609","546","null","null","44","50","null","null","123","null","113","null","1478","314","null","null","3010","459","null","null",
"0500000US35031","McKinley County, New Mexico","72849","*****","*****","null","70740","359","null","null","278","264","null","null","91","null","63","null","802","273","null","null","938","251","null","null",
"0500000US35033","Mora County, New Mexico","4563","*****","*****","null","4524","42","null","null","0","12","null","null","0","null","12","null","28","28","null","null","11","17","null","null",
"0500000US35035","Otero County, New Mexico","65745","*****","*****","null","56907","741","null","null","79","62","null","null","1278","null","313","null","2467","448","null","null","5014","579","null","null",
"0500000US35037","Quay County, New Mexico","8373","*****","*****","null","8088","108","null","null","0","17","null","null","48","null","36","null","116","57","null","null","121","81","null","null",
"0500000US35039","Rio Arriba County, New Mexico","39307","*****","*****","null","37674","275","null","null","0","25","null","null","192","null","80","null","546","131","null","null","895","232","null","null",
"0500000US35041","Roosevelt County, New Mexico","19117","*****","*****","null","16730","322","null","null","14","23","null","null","233","null","111","null","641","139","null","null","1499","282","null","null",
"0500000US35043","Sandoval County, New Mexico","140769","*****","*****","null","131231","912","null","null","400","204","null","null","1165","null","206","null","4977","635","null","null","2996","669","null","null",
"0500000US35045","San Juan County, New Mexico","127455","*****","*****","null","122832","564","null","null","82","97","null","null","535","null","181","null","1177","242","null","null","2829","452","null","null",
"0500000US35047","San Miguel County, New Mexico","28034","*****","*****","null","26933","300","null","null","12","15","null","null","91","null","67","null","299","126","null","null","699","272","null","null",
"0500000US35049","Santa Fe County, New Mexico","148917","*****","*****","null","128388","1133","null","null","234","109","null","null","1635","null","364","null","5794","557","null","null","12866","1016","null","null",
"0500000US35051","Sierra County, New Mexico","11135","*****","*****","null","10565","179","null","null","14","21","null","null","61","null","35","null","247","118","null","null","248","124","null","null",
"0500000US35053","Socorro County, New Mexico","17000","*****","*****","null","15615","283","null","null","123","102","null","null","299","null","126","null","383","121","null","null","580","226","null","null",
"0500000US35055","Taos County, New Mexico","32888","*****","*****","null","30569","503","null","null","36","43","null","null","464","null","225","null","830","233","null","null","989","412","null","null",
"0500000US35057","Torrance County, New Mexico","15595","*****","*****","null","14658","255","null","null","20","28","null","null","43","null","31","null","299","175","null","null","575","215","null","null",
"0500000US35059","Union County, New Mexico","4175","*****","*****","null","3844","131","null","null","0","12","null","null","27","null","37","null","82","57","null","null","222","125","null","null",
"0500000US35061","Valencia County, New Mexico","75956","*****","*****","null","69593","900","null","null","69","61","null","null","445","null","129","null","2336","421","null","null","3513","765","null","null",
"0500000US36001","Albany County, New York","307426","*****","*****","null","271920","1596","null","null","1535","370","null","null","1846","null","308","null","17927","1068","null","null","14198","1192","null","null",
"0500000US36003","Allegany County, New York","47025","*****","*****","null","45564","139","null","null","38","27","null","null","234","null","69","null","545","101","null","null","644","106","null","null",
"0500000US36005","Bronx County, New York","1437872","*****","*****","null","825480","4663","null","null","79723","1970","null","null","23645","null","1248","null","250519","3666","null","null","258505","4707","null","null",
"0500000US36007","Broome County, New York","194402","*****","*****","null","179245","810","null","null","834","301","null","null","964","null","205","null","7249","654","null","null","6110","655","null","null",
"0500000US36009","Cattaraugus County, New York","77686","*****","*****","null","75796","191","null","null","189","62","null","null","225","null","67","null","975","171","null","null","501","123","null","null",
"0500000US36011","Cayuga County, New York","77868","*****","*****","null","75554","244","null","null","275","97","null","null","248","null","84","null","909","163","null","null","882","173","null","null",
"0500000US36013","Chautauqua County, New York","129656","*****","*****","null","123873","456","null","null","2316","344","null","null","491","null","133","null","1441","208","null","null","1535","311","null","null",
"0500000US36015","Chemung County, New York","85740","*****","*****","null","82570","394","null","null","223","72","null","null","411","null","131","null","1450","296","null","null","1086","275","null","null",
"0500000US36017","Chenango County, New York","48348","*****","*****","null","47328","146","null","null","84","50","null","null","187","null","61","null","434","112","null","null","315","93","null","null",
"0500000US36019","Clinton County, New York","80794","*****","*****","null","76259","431","null","null","163","61","null","null","740","null","178","null","1846","321","null","null","1786","210","null","null",
"0500000US36021","Columbia County, New York","60919","*****","*****","null","56223","408","null","null","163","70","null","null","309","null","75","null","2241","267","null","null","1983","323","null","null",
"0500000US36023","Cortland County, New York","48123","*****","*****","null","46876","235","null","null","16","15","null","null","285","null","106","null","585","183","null","null","361","98","null","null",
"0500000US36025","Delaware County, New York","45502","*****","*****","null","42976","268","null","null","139","68","null","null","302","null","101","null","1133","174","null","null","952","184","null","null",
"0500000US36027","Dutchess County, New York","293894","*****","*****","null","255629","1342","null","null","2059","304","null","null","2452","null","408","null","19888","858","null","null","13866","938","null","null",
"0500000US36029","Erie County, New York","919866","*****","*****","null","839381","2492","null","null","11191","838","null","null","3890","null","533","null","33828","1402","null","null","31576","1588","null","null",
"0500000US36031","Essex County, New York","37751","*****","*****","null","36116","279","null","null","171","89","null","null","247","null","85","null","523","123","null","null","694","207","null","null",
"0500000US36033","Franklin County, New York","50692","*****","*****","null","47236","638","null","null","232","112","null","null","965","null","332","null","1395","384","null","null","864","146","null","null",
"0500000US36035","Fulton County, New York","53743","*****","*****","null","52172","268","null","null","336","125","null","null","266","null","86","null","691","180","null","null","278","106","null","null",
